muni,Muni Zoned %_single_family,TRACT CODE,Cleaned Tract Code,Block Group of parcel_data_aggregated_by_block_group,N,percent_sf_residences,Row %(Apartments with Four or more units),N(Apartments with Four or more units),Row %(Chapter 61 or 61A or 61B Property),N(Chapter 61 or 61A or 61B Property),Row %(Commercial),N(Commercial),Row %(Commercial Vacant),N(Commercial Vacant),Row %(Condominium),N(Condominium),Row %(Federal State or Municipal),N(Federal State or Municipal),Row %(Group Quarters),N(Group Quarters),Row %(Industrial),N(Industrial),Row %(Industrial Vacant),N(Industrial Vacant),Row %(Institutional or Exempt),N(Institutional or Exempt),Row %(Institutional or Exempt Vacant),N(Institutional or Exempt Vacant),Row %(Mixed Use),N(Mixed Use),Row %(Municipal Vacant),N(Municipal Vacant),Row %(Open Space),N(Open Space),Row %(Other Agricultural or Recreational),N(Other Agricultural or Recreational),Row %(Residential Other),N(Residential Other),Row %(Residential Vacant),N(Residential Vacant),Row %(Single Family Residence),N(Single Family Residence),Row %(Tax Exempt Other),N(Tax Exempt Other),Row %(Two or Three Family Residences),N(Two or Three Family Residences),Row %(Unknown),N(Unknown),EJ,Ej Crit De,recoded_ej_criteria,Ej Criteri,Geographic,Geographic 1,Block Group of EJ_POLY,Geoid,Census Tract,Limitedeng,Medianhhi,Minority P,Municipali,Split For,Bg Mhhi,Bg Mhhi Is,Bg Mhhi Pc,Ej Crite 1,Geometry,Limenghh,Limenghhpc,Muni Mhhi,Munimhhi P,Nonhispwhi,Pct Minori,Shape Area,Shape Len,Total Pop,Totalhh
,,130300,130300,5,243,79.52380952,0.00%,0,0.00%,0,5.76%,14,0.00%,0,0.00%,0,1.23%,3,0.00%,0,0.00%,0,0.00%,0,4.53%,11,0.00%,0,0.41%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,68.72%,167,1.65%,4,17.70%,43,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston,0,130402,130402,1,357,93.95770393,0.56%,2,0.00%,0,4.20%,15,0.00%,0,0.00%,0,0.56%,2,0.00%,0,0.56%,2,0.00%,0,0.56%,2,0.00%,0,0.84%,3,0.00%,0,0.00%,0,0.00%,0,0.56%,2,0.28%,1,87.11%,311,0.28%,1,4.48%,16,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 1304.02, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,130402,,,M,Boston,N,67826,0,80.37684631,1,Polygon,0,0,76298,90.41654205,763,27.33333333,426285.1471,3462.643208,1050,510
Boston,0,130402,130402,2,306,80.6122449,0.98%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.33%,1,0.00%,0,2.61%,8,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.33%,1,0.33%,1,77.45%,237,0.65%,2,17.32%,53,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1304.02, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,130402,,,M,Boston,N,127167,1,148.1390381,1,Polygon,0,0,76298,90.41654205,637,29.69094923,228286.6105,2270.149194,906,459
Boston,0,130402,130402,3,365,96.2962963,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.55%,2,0.00%,0,0.00%,0,0.00%,0,0.27%,1,0.00%,0,0.00%,0,1.10%,4,0.00%,0,0.00%,0,0.55%,2,1.37%,5,92.60%,338,0.55%,2,3.01%,11,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1304.02, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,130402,,,M,Boston,N,132031,0,156.4626465,1,Polygon,14,5.14705896,76298,90.41654205,725,25.79324463,290638.619,2557.868273,977,272
Boston,0,130402,130402,4,422,75.21126761,2.13%,9,0.00%,0,7.82%,33,0.47%,2,0.00%,0,0.24%,1,0.00%,0,0.95%,4,0.00%,0,2.37%,10,0.00%,0,1.42%,6,0.00%,0,0.00%,0,0.00%,0,0.71%,3,0.71%,3,63.27%,267,1.18%,5,18.01%,76,0.71%,3,Yes,Minority and income,Minority and income,MI,"Block Group 4, Census Tract 1304.02, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,130402,,I,M,Boston,N,47275,0,56.02299118,2,Polygon,92,9.05511856,76298,90.41654205,1269,33.21052632,950632.8891,7307.779661,1900,1016
Boston,0,130404,130404,1,355,80.1242236,2.25%,8,0.00%,0,1.69%,6,0.28%,1,0.00%,0,0.56%,2,0.00%,0,0.56%,2,0.00%,0,1.41%,5,0.00%,0,0.28%,1,0.28%,1,0.00%,0,0.00%,0,0.56%,2,1.97%,7,72.68%,258,2.25%,8,15.21%,54,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 1304.04, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,130404,,,M,Boston,N,57500,0,68.14007568,1,Polygon,50,5.35331917,76298,90.41654205,1126,44.7768514,1228047.947,4840.856508,2039,934
Boston,0,130404,130404,2,329,91.74917492,0.91%,3,0.00%,0,2.13%,7,0.30%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.22%,4,0.00%,0,0.91%,3,0.00%,0,0.00%,0,0.00%,0,0.91%,3,1.82%,6,84.50%,278,1.52%,5,5.78%,19,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1304.04, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,130404,,,M,Boston,N,104679,0,124.0493012,1,Polygon,34,8.52130318,76298,90.41654205,703,32.01160542,408652.7053,2867.009447,1034,399
Boston,0,130406,130406,1,5,0,20.00%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,60.00%,3,0.00%,0,0.00%,0,0.00%,0,20.00%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 1, Census Tract 1304.06, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,130406,E,I,M,Boston,N,41696,0,49.41162491,3,Polygon,244,24.72137833,76298,90.41654205,168,91.96940727,245015.2009,2260.273714,2092,987
Boston,0,130406,130406,2,375,91.16809117,1.33%,5,0.00%,0,1.07%,4,0.00%,0,0.00%,0,0.80%,3,0.27%,1,0.00%,0,0.00%,0,1.87%,7,0.00%,0,0.53%,2,0.00%,0,0.00%,0,0.00%,0,1.07%,4,0.53%,2,85.33%,320,1.33%,5,5.87%,22,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1304.06, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,130406,,,M,Boston,N,61524,0,72.90869141,1,Polygon,224,19.46133804,76298,90.41654205,1178,60.4432505,650836.3881,3777.631733,2978,1151
Boston,0,130406,130406,3,144,79.83870968,0.69%,1,0.00%,0,5.56%,8,0.00%,0,0.00%,0,0.69%,1,0.00%,0,0.00%,0,0.00%,0,3.47%,5,0.00%,0,2.08%,3,0.00%,0,0.00%,0,0.00%,0,0.69%,1,0.69%,1,68.75%,99,1.39%,2,15.97%,23,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 3, Census Tract 1304.06, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,130406,E,,M,Boston,N,68125,0,80.73117065,2,Polygon,79,34.34782791,76298,90.41654205,267,53.07557118,162260.6781,1708.87405,569,230
Boston,0,140102,140102,1,265,72.50996016,1.89%,5,0.00%,0,0.38%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.40%,9,0.00%,0,0.38%,1,0.00%,0,0.00%,0,0.00%,0,1.13%,3,0.38%,1,68.68%,182,0.75%,2,23.02%,61,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 1401.02, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,140102,,,M,Boston,N,120491,0,142.7872315,1,Polygon,38,7.93319416,76298,90.41654205,176,85.34554538,204069.8095,1907.194555,1201,479
Boston,0,140102,140102,2,239,63.91752577,7.53%,18,0.00%,0,7.11%,17,0.00%,0,0.00%,0,0.42%,1,0.00%,0,2.51%,6,0.00%,0,5.86%,14,0.00%,0,1.26%,3,0.00%,0,0.00%,0,0.00%,0,2.09%,5,0.00%,0,51.88%,124,0.84%,2,19.67%,47,0.84%,2,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1401.02, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,140102,,,M,Boston,N,76422,0,90.56349182,1,Polygon,24,4.73372793,76298,90.41654205,479,59.68013468,607759.1847,4171.168126,1188,507
Boston,0,140102,140102,3,307,82.91814947,0.33%,1,0.00%,0,2.93%,9,0.00%,0,0.00%,0,0.33%,1,0.00%,0,0.65%,2,0.00%,0,2.28%,7,0.00%,0,0.33%,1,0.00%,0,0.00%,0,0.00%,0,0.33%,1,1.63%,5,75.90%,233,0.33%,1,14.98%,46,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1401.02, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,140102,,,M,Boston,N,109444,0,129.6960297,1,Polygon,31,9.11764717,76298,90.41654205,489,53.42857143,513504.1266,2960.676419,1050,340
Boston,0,140102,140102,4,443,88.31775701,0.00%,0,0.00%,0,0.68%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.81%,8,0.00%,0,0.00%,0,0.23%,1,0.00%,0,0.00%,0,0.45%,2,0.45%,2,85.33%,378,0.23%,1,10.84%,48,0.00%,0,Yes,Minority,Minority,M,"Block Group 4, Census Tract 1401.02, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,140102,,,M,Boston,N,108155,0,128.1685181,1,Polygon,18,3.44168258,76298,90.41654205,418,72.48189598,837623.3832,4324.299792,1519,523
Boston,0,140105,140105,1,789,87.61290323,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.89%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.13%,1,86.06%,679,0.76%,6,12.17%,96,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 1401.05, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,140105,,,M,Boston,N,77316,0,91.62291718,1,Polygon,51,5.99294949,76298,90.41654205,1035,56.01359966,730488.9738,3578.514866,2353,851
Boston,0,140105,140105,2,250,43.80952381,5.20%,13,0.00%,0,8.40%,21,1.20%,3,0.00%,0,0.00%,0,0.80%,2,2.00%,5,0.00%,0,2.00%,5,0.00%,0,1.20%,3,0.00%,0,0.00%,0,0.00%,0,1.20%,3,0.00%,0,36.80%,92,0.40%,1,40.80%,102,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1401.05, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,140105,,,M,Boston,N,97390,0,115.4115067,1,Polygon,0,0,76298,90.41654205,96,92.25181598,278706.2066,2352.799692,1239,467
Boston,0,140106,140106,1,61,69.09090909,0.00%,0,0.00%,0,1.64%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.64%,1,0.00%,0,6.56%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,62.30%,38,0.00%,0,27.87%,17,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 1, Census Tract 1401.06, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,140106,,I,M,Boston,N,53750,0,63.69615555,2,Polygon,79,11.35057449,76298,90.41654205,268,81.70648464,222574.0568,2333.58314,1465,696
Boston,0,140106,140106,2,23,10,0.00%,0,0.00%,0,13.04%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,13.04%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,4.35%,1,30.43%,7,39.13%,9,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 2, Census Tract 1401.06, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,140106,,I,M,Boston,N,17500,0,20.73828316,2,Polygon,74,21.5116272,76298,90.41654205,59,91.72510519,59361.78613,978.2894409,713,344
Boston,0,140107,140107,1,463,72.70642202,0.86%,4,0.00%,0,0.43%,2,0.00%,0,0.00%,0,0.65%,3,0.43%,2,0.00%,0,0.00%,0,1.94%,9,0.00%,0,0.22%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.86%,4,68.47%,317,1.30%,6,24.84%,115,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 1401.07, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,140107,,,M,Boston,N,78125,0,92.58161926,1,Polygon,116,14.3386898,76298,90.41654205,549,72.21659919,492598.3382,4021.397871,1976,809
Boston,0,140107,140107,2,165,52.05479452,0.00%,0,0.00%,0,2.42%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,7.27%,12,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.61%,1,0.00%,0,46.06%,76,1.82%,3,41.82%,69,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1401.07, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,140107,,,M,Boston,N,78047,0,92.48918915,1,Polygon,27,9.15254211,76298,90.41654205,198,75.3117207,134717.4337,1654.182699,802,295
Boston,0,140201,140201,1,178,43.65079365,5.62%,10,0.00%,0,8.99%,16,2.25%,4,0.00%,0,3.37%,6,0.00%,0,6.18%,11,0.00%,0,1.69%,3,0.00%,0,1.69%,3,0.56%,1,0.00%,0,0.00%,0,1.12%,2,3.93%,7,30.90%,55,0.00%,0,33.15%,59,0.56%,1,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 1, Census Tract 1402.01, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,140201,E,,M,Boston,N,71806,0,85.09332275,2,Polygon,137,28.78151321,76298,90.41654205,316,73.81938691,604651.8913,5261.113072,1207,476
Boston,0,140201,140201,2,305,69.34306569,0.98%,3,0.00%,0,3.93%,12,0.00%,0,0.00%,0,1.64%,5,0.00%,0,1.64%,5,0.66%,2,0.66%,2,0.00%,0,0.98%,3,0.00%,0,0.00%,0,0.00%,0,0.66%,2,0.33%,1,62.30%,190,0.33%,1,25.90%,79,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1402.01, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,140201,,,M,Boston,N,109500,0,129.7624054,1,Polygon,3,0.60728747,76298,90.41654205,451,59.14855072,817348.5501,4122.05484,1104,494
Boston,0,140202,140202,1,240,64.06926407,0.00%,0,0.00%,0,0.42%,1,0.00%,0,0.00%,0,0.42%,1,0.00%,0,0.00%,0,0.00%,0,2.08%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.83%,2,0.42%,1,61.67%,148,0.42%,1,33.75%,81,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 1402.02, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,140202,,,M,Boston,N,84167,0,99.74166107,1,Polygon,33,9.76331329,76298,90.41654205,238,75.48918641,238134.8175,2134.660251,971,338
Boston,0,140202,140202,2,237,64.5021645,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.42%,1,0.00%,0,0.00%,0,0.00%,0,0.84%,2,0.00%,0,0.42%,1,0.00%,0,0.00%,0,0.00%,0,0.42%,1,0.42%,1,62.87%,149,0.42%,1,34.18%,81,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 2, Census Tract 1402.02, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,140202,,I,M,Boston,N,41964,0,49.72921753,2,Polygon,72,13.01989174,76298,90.41654205,238,83.33333333,265336.5866,2351.038676,1428,553
Boston,0,140202,140202,3,244,75.55555556,0.82%,2,0.00%,0,1.64%,4,0.00%,0,0.00%,0,0.41%,1,0.00%,0,0.00%,0,0.00%,0,2.87%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.23%,3,0.41%,1,69.67%,170,2.05%,5,20.49%,50,0.41%,1,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1402.02, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,140202,,,M,Boston,N,102697,0,121.7005386,1,Polygon,62,17.0798893,76298,90.41654205,500,55.35714286,352820.2497,2752.871715,1120,363
Boston,0,140202,140202,4,381,65.04065041,1.84%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.10%,8,0.00%,0,0.00%,0,0.26%,1,0.00%,0,0.00%,0,0.00%,0,0.52%,2,62.99%,240,0.26%,1,32.02%,122,0.00%,0,Yes,Minority,Minority,M,"Block Group 4, Census Tract 1402.02, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,140202,,,M,Boston,N,99750,0,118.2082138,1,Polygon,36,5.73248386,76298,90.41654205,587,61.75895765,411653.6556,2784.238334,1535,628
Boston,0,140202,140202,5,255,94.07114625,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.78%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,93.33%,238,0.00%,0,5.88%,15,0.00%,0,Yes,Minority,Minority,M,"Block Group 5, Census Tract 1402.02, Suffolk County, Massachusetts",Block Group 5,5,2.50E+11,140202,,,M,Boston,N,131375,0,155.685257,1,Polygon,0,0,76298,90.41654205,447,41.94805195,287667.7546,2173.286024,770,279
Boston,0,140300,140300,1,172,36.42857143,5.23%,9,0.00%,0,5.81%,10,0.00%,0,0.00%,0,1.16%,2,0.58%,1,0.00%,0,0.00%,0,6.40%,11,0.00%,0,2.33%,4,0.58%,1,0.00%,0,0.00%,0,0.58%,1,0.00%,0,29.65%,51,1.16%,2,45.93%,79,0.58%,1,Yes,Minority,Minority,M,"Block Group 1, Census Tract 1403, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,140300,,,M,Boston,N,88090,0,104.3905945,1,Polygon,84,16.73306847,76298,90.41654205,148,85.71428571,214722.1822,2302.565596,1036,502
Boston,0,140300,140300,2,211,47.20496894,0.47%,1,0.00%,0,13.27%,28,0.00%,0,0.00%,0,2.84%,6,0.47%,1,0.47%,1,0.00%,0,3.32%,7,0.00%,0,1.90%,4,0.47%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,36.02%,76,0.47%,1,39.81%,84,0.47%,1,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1403, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,140300,,,M,Boston,N,91681,0,108.6460877,1,Polygon,40,12.61829662,76298,90.41654205,183,80.17334778,247606.9907,2334.831287,923,317
Boston,0,140300,140300,3,215,32.82442748,2.33%,5,0.00%,0,13.49%,29,3.26%,7,0.00%,0,3.72%,8,0.93%,2,0.93%,2,0.00%,0,5.12%,11,0.00%,0,4.65%,10,0.00%,0,0.00%,0,0.00%,0,1.86%,4,0.00%,0,20.00%,43,5.58%,12,36.74%,79,1.40%,3,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1403, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,140300,,,M,Boston,N,60192,0,71.33021545,1,Polygon,86,10.42424202,76298,90.41654205,243,83.55886333,418633.6065,3088.461952,1478,825
Boston,0,140300,140300,4,204,80.20304569,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.47%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,77.45%,158,1.96%,4,19.12%,39,0.00%,0,Yes,Minority,Minority,M,"Block Group 4, Census Tract 1403, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,140300,,,M,Boston,N,150823,0,178.7319946,1,Polygon,0,0,76298,90.41654205,108,85.65737052,179277.6809,1928.942561,753,209
Boston,0,140300,140300,5,161,50,8.07%,13,0.00%,0,3.11%,5,0.00%,0,0.00%,0,0.62%,1,0.00%,0,1.24%,2,0.00%,0,3.11%,5,0.00%,0,0.62%,1,0.00%,0,0.00%,0,0.00%,0,1.24%,2,0.00%,0,44.72%,72,1.86%,3,35.40%,57,0.00%,0,Yes,Minority,Minority,M,"Block Group 5, Census Tract 1403, Suffolk County, Massachusetts",Block Group 5,5,2.50E+11,140300,,,M,Boston,N,73857,0,87.52384949,1,Polygon,110,20.37037086,76298,90.41654205,148,87.99675588,250135.1494,3236.483122,1233,540
Boston,0,140300,140300,6,274,57.30769231,2.55%,7,0.00%,0,1.46%,4,0.36%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.82%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.73%,2,54.38%,149,0.73%,2,37.96%,104,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 6, Census Tract 1403, Suffolk County, Massachusetts",Block Group 6,6,2.50E+11,140300,E,,M,Boston,N,67396,0,79.86727142,2,Polygon,124,32.8912468,76298,90.41654205,90,93.66197183,277127.7634,2153.559563,1420,377
Boston,0,140400,140400,1,66,34.48275862,7.58%,5,0.00%,0,7.58%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.52%,1,0.00%,0,1.52%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,30.30%,20,1.52%,1,50.00%,33,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 1, Census Tract 1404, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,140400,E,,M,Boston,N,0,0,0,2,Polygon,127,31.59203911,76298,90.41654205,32,95.32163743,74465.11667,1219.165144,684,402
Boston,0,140400,140400,2,272,76.89393939,0.37%,1,0.00%,0,0.00%,0,0.37%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.37%,1,1.47%,4,0.00%,0,0.37%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,74.63%,203,0.37%,1,22.06%,60,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1404, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,140400,,,M,Boston,N,67688,0,80.21331024,1,Polygon,0,0,76298,90.41654205,22,97.85992218,191008.0649,1784.297704,1028,260
Boston,0,140400,140400,3,248,68.04979253,2.42%,6,0.00%,0,0.40%,1,0.00%,0,0.00%,0,0.40%,1,0.00%,0,0.00%,0,0.00%,0,0.81%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,66.13%,164,1.21%,3,28.63%,71,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1404, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,140400,,,M,Boston,N,96756,0,114.6601868,1,Polygon,0,0,76298,90.41654205,52,94.84126984,250991.5376,2352.784717,1008,256
Boston,0,140400,140400,4,197,84.73684211,2.54%,5,0.00%,0,0.51%,1,0.00%,0,0.00%,0,1.02%,2,0.00%,0,0.00%,0,0.00%,0,1.02%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.51%,1,0.00%,0,81.73%,161,1.02%,2,11.68%,23,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 4, Census Tract 1404, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,140400,,I,M,Boston,N,33932,0,40.2109375,2,Polygon,0,0,76298,90.41654205,19,97.65721332,150294.7663,1778.520061,811,244
Boston,0,140400,140400,5,401,77.0234987,0.50%,2,0.00%,0,1.00%,4,0.00%,0,0.00%,0,0.25%,1,0.00%,0,0.00%,0,0.00%,0,1.75%,7,0.00%,0,0.25%,1,0.00%,0,0.00%,0,0.00%,0,0.50%,2,0.75%,3,73.57%,295,0.50%,2,20.95%,84,0.00%,0,Yes,Minority,Minority,M,"Block Group 5, Census Tract 1404, Suffolk County, Massachusetts",Block Group 5,5,2.50E+11,140400,,,M,Boston,N,76029,0,90.09776306,1,Polygon,0,0,76298,90.41654205,54,96.44736842,269997.9967,2491.395363,1520,404
Boston,0,140400,140400,6,371,81.2849162,0.27%,1,0.00%,0,0.81%,3,0.27%,1,0.00%,0,0.00%,0,0.00%,0,0.54%,2,0.00%,0,1.35%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.27%,1,78.44%,291,0.27%,1,17.79%,66,0.00%,0,Yes,Minority,Minority,M,"Block Group 6, Census Tract 1404, Suffolk County, Massachusetts",Block Group 6,6,2.50E+11,140400,,,M,Boston,N,76226,0,90.33122253,1,Polygon,186,18.58141899,76298,90.41654205,131,92.03647416,694757.2189,3786.289094,1645,1001
Boston,0,140400,140400,7,214,72.5388601,2.34%,5,0.00%,0,4.21%,9,0.93%,2,0.00%,0,0.47%,1,0.00%,0,0.47%,1,0.00%,0,3.74%,8,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.47%,1,0.00%,0,65.42%,140,0.00%,0,21.96%,47,0.00%,0,Yes,Minority,Minority,M,"Block Group 7, Census Tract 1404, Suffolk County, Massachusetts",Block Group 7,7,2.50E+11,140400,,,M,Boston,N,90167,0,106.8519287,1,Polygon,33,6.29770994,76298,90.41654205,183,84.26483233,254547.0921,2767.382767,1163,524
Chelsea,0,160102,160102,1,25,0,36.00%,9,0.00%,0,8.00%,2,0.00%,0,0.00%,0,4.00%,1,0.00%,0,0.00%,0,4.00%,1,12.00%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,4.00%,1,4.00%,1,0.00%,0,0.00%,0,28.00%,7,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 1, Census Tract 1601.02, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,160102,E,,M,Chelsea,N,59201,0,70.15583038,2,Polygon,108,25.65320587,60370,71.54115295,163,79.57393484,53013.58033,1153.771944,798,421
Chelsea,0,160102,160102,2,84,8.955223881,8.33%,7,0.00%,0,2.38%,2,0.00%,0,0.00%,0,1.19%,1,0.00%,0,2.38%,2,0.00%,0,3.57%,3,0.00%,0,0.00%,0,3.57%,3,0.00%,0,0.00%,0,2.38%,2,7.14%,6,7.14%,6,0.00%,0,61.90%,52,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 2, Census Tract 1601.02, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,160102,E,,M,Chelsea,N,63469,0,75.21360779,2,Polygon,125,39.30817795,60370,71.54115295,71,95.5982641,61526.47701,1408.043257,1613,318
Chelsea,0,160102,160102,3,87,4.47761194,6.90%,6,0.00%,0,1.15%,1,0.00%,0,0.00%,0,1.15%,1,1.15%,1,0.00%,0,0.00%,0,8.05%,7,0.00%,0,1.15%,1,0.00%,0,0.00%,0,0.00%,0,1.15%,1,10.34%,9,3.45%,3,0.00%,0,65.52%,57,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1601.02, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,160102,,,M,Chelsea,N,81313,0,96.35954285,1,Polygon,26,7.44985676,60370,71.54115295,89,89.69907407,48142.47187,1034.403965,864,349
